Utility ID,Utility Name,Plant Code,Plant Name,State,County,Generator ID,Technology,Prime Mover,Unit Code,Ownership,Duct Burners,Can Bypass Heat Recovery Steam Generator?,RTO/ISO LMP Node Designation,RTO/ISO Location Designation for Reporting Wholesale Sales Data to FERC,Nameplate Capacity (MW),Nameplate Power Factor,Summer Capacity (MW),Winter Capacity (MW),Minimum Load (MW),Uprate or Derate Completed During Year,Month Uprate or Derate Completed,Year Uprate or Derate Completed,Status,Synchronized to Transmission Grid,Operating Month,Operating Year,Planned Retirement Month,Planned Retirement Year,Associated with Combined Heat and Power System,Sector Name,Sector,Topping or Bottoming,Energy Source 1,Energy Source 2,Energy Source 3,Energy Source 4,Energy Source 5,Energy Source 6,Startup Source 1,Startup Source 2,Startup Source 3,Startup Source 4,Solid Fuel Gasification System?,Carbon Capture Technology?,Turbines or Hydrokinetic Buoys,Time from Cold Shutdown to Full Load,Fluidized Bed Technology?,Pulverized Coal Technology?,Stoker Technology?,Other Combustion Technology?,Subcritical Technology?,Supercritical Technology?,Ultrasupercritical Technology?,Planned Net Summer Capacity Uprate (MW),Planned Net Winter Capacity Uprate (MW),Planned Uprate Month,Planned Uprate Year,Planned Net Summer Capacity Derate (MW),Planned Net Winter Capacity Derate (MW),Planned Derate Month,Planned Derate Year,Planned New Prime Mover,Planned Energy Source 1,Planned New Nameplate Capacity (MW),Planned Repower Month,Planned Repower Year,Other Planned Modifications?,Other Modifications Month,Other Modifications Year,Multiple Fuels?,Cofire Fuels?,Switch Between Oil and Natural Gas?
13402,Nevada Irrigation District,34.0,Rollins,CA,Placer,1P,Conventional Hydroelectric,HY,,S,X,X,,,12.1,0.99,12.1,12.1,0.5,N, , ,OP,X,8.0,1980.0, , ,N,IPP Non-CHP,2.0,X,WAT,,,,,,,,,,N,N,0,12H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
27813,USCE-Mobile District,38.0,Millers Ferry,AL,Wilcox,1,Conventional Hydroelectric,HY,,S,X,X,,,33.7,0.95,30,30,24,N, , ,OP,X,4.0,1970.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,N,,0,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,,,
27813,USCE-Mobile District,38.0,Millers Ferry,AL,Wilcox,2,Conventional Hydroelectric,HY,,S,X,X,,,33.7,0.95,30,30,24,N, , ,OP,X,4.0,1970.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,N,,0,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,,,
27813,USCE-Mobile District,38.0,Millers Ferry,AL,Wilcox,3,Conventional Hydroelectric,HY,,S,X,X,,,33.7,0.95,30,30,24,N, , ,OP,X,5.0,1970.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,N,,0,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,,,
18642,Tennessee Valley Authority,46.0,Browns Ferry,AL,Limestone,1,Nuclear,ST,,S,X,X,,,1281.0,0.95,1227.4,1254.8,1227.4,N, , ,OP,X,8.0,1974.0, , ,N,Electric Utility,1.0,X,NUC,,,,,,,,,,N,, ,OVER,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
18642,Tennessee Valley Authority,46.0,Browns Ferry,AL,Limestone,2,Nuclear,ST,,S,X,X,,,1281.0,0.9,1207.7,1242,1207.7,N, , ,OP,X,3.0,1975.0, , ,N,Electric Utility,1.0,X,NUC,,,,,,,,,,N,, ,OVER,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
18642,Tennessee Valley Authority,46.0,Browns Ferry,AL,Limestone,3,Nuclear,ST,,S,X,X,,,1292.0,0.9,1226.6,1259,1226.6,N, , ,OP,X,3.0,1977.0, , ,N,Electric Utility,1.0,X,NUC,,,,,,,,,,N,, ,OVER,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
18642,Tennessee Valley Authority,47.0,Colbert,AL,Colbert,GT1,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,59.5,0.9,45.4,60.8,10,N, , ,OP,X,9.0,1972.0, , ,N,Electric Utility,1.0,X,NG,DFO,,,,,,,,,N,, ,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,Y,N,Y
18642,Tennessee Valley Authority,47.0,Colbert,AL,Colbert,GT10,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,231.2,0.85,221,231,60,N, , ,OP,X,7.0,2023.0, , ,N,Electric Utility,1.0,X,NG,,,,,,,,,,,, ,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
18642,Tennessee Valley Authority,47.0,Colbert,AL,Colbert,GT11,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,231.2,0.85,221,231,60,N, , ,OP,X,7.0,2023.0, , ,N,Electric Utility,1.0,X,NG,,,,,,,,,,,, ,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
18642,Tennessee Valley Authority,47.0,Colbert,AL,Colbert,GT2,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,59.5,0.9,45.4,60.8,10,N, , ,OP,X,9.0,1972.0, , ,N,Electric Utility,1.0,X,NG,DFO,,,,,,,,,N,, ,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,Y,N,Y
18642,Tennessee Valley Authority,47.0,Colbert,AL,Colbert,GT3,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,59.5,0.9,45.4,60.8,10,N, , ,OP,X,9.0,1972.0, , ,N,Electric Utility,1.0,X,NG,DFO,,,,,,,,,N,, ,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,Y,N,Y
18642,Tennessee Valley Authority,47.0,Colbert,AL,Colbert,GT4,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,59.5,0.9,45.4,60.8,10,N, , ,OP,X,9.0,1972.0, , ,N,Electric Utility,1.0,X,NG,DFO,,,,,,,,,N,, ,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,Y,N,Y
18642,Tennessee Valley Authority,47.0,Colbert,AL,Colbert,GT5,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,59.5,0.9,45.4,60.8,10,N, , ,OP,X,9.0,1972.0, , ,N,Electric Utility,1.0,X,NG,DFO,,,,,,,,,N,, ,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,Y,N,Y
18642,Tennessee Valley Authority,47.0,Colbert,AL,Colbert,GT6,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,59.5,0.9,45.4,60.8,10,N, , ,OP,X,9.0,1972.0, , ,N,Electric Utility,1.0,X,NG,DFO,,,,,,,,,N,, ,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,Y,N,Y
18642,Tennessee Valley Authority,47.0,Colbert,AL,Colbert,GT7,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,59.5,0.9,45.4,60.8,10,N, , ,OP,X,9.0,1972.0, , ,N,Electric Utility,1.0,X,NG,DFO,,,,,,,,,N,, ,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,Y,N,Y
18642,Tennessee Valley Authority,47.0,Colbert,AL,Colbert,GT8,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,59.5,0.9,45.4,60.8,10,N, , ,OP,X,9.0,1972.0, , ,N,Electric Utility,1.0,X,NG,DFO,,,,,,,,,N,, ,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,Y,N,Y
18642,Tennessee Valley Authority,47.0,Colbert,AL,Colbert,GT9,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,231.2,0.85,221,231,60,N, , ,OP,X,7.0,2023.0, , ,N,Electric Utility,1.0,X,NG,,,,,,,,,,,, ,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
18642,Tennessee Valley Authority,48.0,Guntersville,AL,Marshall,1,Conventional Hydroelectric,HY,,S,X,X,,,28.8,0.9,31,31.4,9.7,N, , ,OP,X,8.0,1939.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,N,N,0,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
18642,Tennessee Valley Authority,48.0,Guntersville,AL,Marshall,2,Conventional Hydroelectric,HY,,S,X,X,,,28.8,0.9,30.6,31.1,12.9,N, , ,OP,X,10.0,1939.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,N,N,0,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
18642,Tennessee Valley Authority,48.0,Guntersville,AL,Marshall,3,Conventional Hydroelectric,HY,,S,X,X,,,28.8,0.9,29.8,30.3,9.7,N, , ,OP,X,12.0,1939.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,N,N,0,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
18642,Tennessee Valley Authority,48.0,Guntersville,AL,Marshall,4,Conventional Hydroelectric,HY,,S,X,X,,,28.8,0.9,31.3,31.7,14.6,N, , ,OP,X,3.0,1952.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,N,N,0,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
18642,Tennessee Valley Authority,49.0,Wheeler Dam,AL,Lawrence,1,Conventional Hydroelectric,HY,,S,X,X,,,35.1,0.9,34.1,35.6,23.5,N, , ,OP,X,11.0,1936.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,N,N,0,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,,,
18642,Tennessee Valley Authority,49.0,Wheeler Dam,AL,Lawrence,10,Conventional Hydroelectric,HY,,S,X,X,,,36.0,0.9,41.9,38.3,27.2,N, , ,OP,X,6.0,1963.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,N,N,0,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,,,
18642,Tennessee Valley Authority,49.0,Wheeler Dam,AL,Lawrence,11,Conventional Hydroelectric,HY,,S,X,X,,,43.6,0.9,41.9,38.2,27.9,N, , ,OP,X,12.0,1963.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,N,N,0,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,,,
18642,Tennessee Valley Authority,49.0,Wheeler Dam,AL,Lawrence,2,Conventional Hydroelectric,HY,,S,X,X,,,35.1,0.9,33.2,30.1,27.6,N, , ,OP,X,4.0,1937.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,N,N,0,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
18642,Tennessee Valley Authority,49.0,Wheeler Dam,AL,Lawrence,3,Conventional Hydroelectric,HY,,S,X,X,,,35.1,0.9,33.6,30.4,23,N, , ,OP,X,1.0,1941.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,N,N,0,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
18642,Tennessee Valley Authority,49.0,Wheeler Dam,AL,Lawrence,4,Conventional Hydroelectric,HY,,S,X,X,,,35.1,0.9,33.4,30.2,25.4,N, , ,OP,X,3.0,1941.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,N,N,0,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
18642,Tennessee Valley Authority,49.0,Wheeler Dam,AL,Lawrence,5,Conventional Hydroelectric,HY,,S,X,X,,,35.1,0.9,34.7,31.4,23.3,N, , ,OP,X,10.0,1948.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,N,N,0,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
18642,Tennessee Valley Authority,49.0,Wheeler Dam,AL,Lawrence,6,Conventional Hydroelectric,HY,,S,X,X,,,35.1,0.9,34.6,31.3,23.4,N, , ,OP,X,2.0,1949.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,N,N,0,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
18642,Tennessee Valley Authority,49.0,Wheeler Dam,AL,Lawrence,7,Conventional Hydroelectric,HY,,S,X,X,,,35.1,0.9,34.4,31.1,25,N, , ,OP,X,12.0,1949.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,N,N,0,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
18642,Tennessee Valley Authority,49.0,Wheeler Dam,AL,Lawrence,8,Conventional Hydroelectric,HY,,S,X,X,,,35.1,0.9,34.5,31.2,23.4,N, , ,OP,X,3.0,1950.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,N,N,0,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
18642,Tennessee Valley Authority,49.0,Wheeler Dam,AL,Lawrence,9,Conventional Hydroelectric,HY,,S,X,X,,,43.6,0.9,41.9,38.2,28,N, , ,OP,X,12.0,1962.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,N,N,0,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
189,PowerSouth Energy Cooperative,53.0,Gantt,AL,Covington,3,Conventional Hydroelectric,HY,,S,X,X,,,1.2,0.8,1,1,0.1,N, , ,OP,X,1.0,1926.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,N,N,0,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
189,PowerSouth Energy Cooperative,53.0,Gantt,AL,Covington,4,Conventional Hydroelectric,HY,,S,X,X,,,1.8,0.8,1.8,1.8,0.1,N, , ,OP,X,2.0,1985.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,N,N,0,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
5580,"East Kentucky Power Coop, Inc",54.0,J K Smith,KY,Clark,GT1,Natural Gas Fired Combustion Turbine,GT,,S,X,X,1123180710,88122101,149.0,0.9,104,142,70,N, , ,OP,X,3.0,1999.0, , ,N,Electric Utility,1.0,X,NG,DFO,,,,,,,,,N,N, ,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,Y,N,Y
5580,"East Kentucky Power Coop, Inc",54.0,J K Smith,KY,Clark,GT10,Natural Gas Fired Combustion Turbine,GT,,S,X,X,1123180711,8122110,98.0,0.85,88,103,33,N, , ,OP,X,5.0,2010.0, , ,N,Electric Utility,1.0,X,NG,,,,,,,,,,N,N, ,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,N
5580,"East Kentucky Power Coop, Inc",54.0,J K Smith,KY,Clark,GT2,Natural Gas Fired Combustion Turbine,GT,,S,X,X,1123180712,88122102,149.0,0.9,104,142,70,N, , ,OP,X,1.0,1999.0, , ,N,Electric Utility,1.0,X,NG,DFO,,,,,,,,,N,N, ,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,Y,N,Y
5580,"East Kentucky Power Coop, Inc",54.0,J K Smith,KY,Clark,GT3,Natural Gas Fired Combustion Turbine,GT,,S,X,X,1123180713,88122103,149.0,0.9,104,142,70,N, , ,OP,X,4.0,1999.0, , ,N,Electric Utility,1.0,X,NG,DFO,,,,,,,,,N,N, ,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,Y,N,Y
5580,"East Kentucky Power Coop, Inc",54.0,J K Smith,KY,Clark,GT4,Natural Gas Fired Combustion Turbine,GT,,S,X,X,1123180714,88122104,108.0,0.9,74,93,54,N, , ,OP,X,11.0,2001.0, , ,N,Electric Utility,1.0,X,NG,DFO,,,,,,,,,N,N, ,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,Y,N,Y
5580,"East Kentucky Power Coop, Inc",54.0,J K Smith,KY,Clark,GT5,Natural Gas Fired Combustion Turbine,GT,,S,X,X,1123180715,88122105,108.0,0.9,74,88,54,N, , ,OP,X,11.0,2001.0, , ,N,Electric Utility,1.0,X,NG,DFO,,,,,,,,,N,N, ,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,Y,N,Y
5580,"East Kentucky Power Coop, Inc",54.0,J K Smith,KY,Clark,GT6,Natural Gas Fired Combustion Turbine,GT,,S,X,X,1123180716,88122106,98.0,0.9,74,88,54,N, , ,OP,X,1.0,2005.0, , ,N,Electric Utility,1.0,X,NG,DFO,,,,,,,,,N,N, ,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,Y,N,Y
5580,"East Kentucky Power Coop, Inc",54.0,J K Smith,KY,Clark,GT7,Natural Gas Fired Combustion Turbine,GT,,S,X,X,1123180717,88122107,98.0,0.9,74,88,54,N, , ,OP,X,1.0,2005.0, , ,N,Electric Utility,1.0,X,NG,DFO,,,,,,,,,N,N, ,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,Y,N,Y
5580,"East Kentucky Power Coop, Inc",54.0,J K Smith,KY,Clark,GT9,Natural Gas Fired Combustion Turbine,GT,,S,X,X,1123180718,88122109,98.0,0.85,88,103,33,N, , ,OP,X,5.0,2010.0, , ,N,Electric Utility,1.0,X,NG,,,,,,,,,,N,N, ,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,N
189,PowerSouth Energy Cooperative,55.0,Point A,AL,Covington,1,Conventional Hydroelectric,HY,,S,X,X,,,1.6,0.8,1.8,1.8,0.1,N, , ,OP,X,1.0,1925.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,N,N,0,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
189,PowerSouth Energy Cooperative,55.0,Point A,AL,Covington,2,Conventional Hydroelectric,HY,,S,X,X,,,1.6,0.8,1.8,1.8,0.1,N, , ,OP,X,1.0,1925.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,N,N,0,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
189,PowerSouth Energy Cooperative,55.0,Point A,AL,Covington,3,Conventional Hydroelectric,HY,,S,X,X,,,2.0,0.8,1.8,1.8,0.1,N, , ,OP,X,1.0,1949.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,N,N,0,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
189,PowerSouth Energy Cooperative,56.0,Lowman Energy Center,AL,Washington,LEC1,Natural Gas Fired Combined Cycle,CT,LECC,S,X,N,,,459.0,0.85,394.4,442.5,350,N, , ,OP,X,9.0,2023.0, , ,N,Electric Utility,1.0,X,NG,,,,,,,,,,,, ,12H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,N
189,PowerSouth Energy Cooperative,56.0,Lowman Energy Center,AL,Washington,LEC2,Natural Gas Fired Combined Cycle,CA,LECC,S,Y,X,,,273.7,0.85,264.5,270.2,130,N, , ,OP,X,9.0,2023.0, , ,N,Electric Utility,1.0,X,NG,,,,,,,,,,,, ,12H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,N
40606,City of Grand Island - (NE),59.0,Platte,NE,Hall,1,Conventional Steam Coal,ST,,S,X,X,NPPDGI_SUB-DUNGRIS_PGS1_RA,NPPDGI_SUB-DUNGRIS_PGS1_RA,109.8,0.9,100,100,40,N, , ,OP,X,12.0,1982.0, , ,N,Electric Utility,1.0,X,SUB,,,,,,DFO,,,,N,N, ,OVER,N,Y,,,Y,,, , , , , , , , ,,, , , ,, , ,N,N,N
8245,City of Hastings - (NE),60.0,Whelan Energy Center,NE,Adams,1,Conventional Steam Coal,ST,,S,X,X,,,76.3,0.9,76,76,32,N, , ,OP,X,7.0,1981.0, , ,N,Electric Utility,1.0,X,SUB,,,,,,DFO,,,,N,N, ,12H,,Y,,,Y,,, , , , , , , , ,,, , , ,, , ,N,N,N
8245,City of Hastings - (NE),60.0,Whelan Energy Center,NE,Adams,2,Conventional Steam Coal,ST,,J,X,X,,,248.0,0.85,220,220,121,N, , ,OP,X,6.0,2011.0, , ,N,Electric Utility,1.0,X,SUB,,,,,,DFO,,,,N,N, ,12H,,Y,,,Y,,, , , , , , , , ,,, , , ,, , ,N,N,N
213,Alaska Electric Light & Power Co.,62.0,Annex Creek,AK,Juneau,5,Conventional Hydroelectric,HY,,S,X,X,,,1.8,0.8,1.8,1.8,0.1,N, , ,OP,X,12.0,1915.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,N,N, ,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
213,Alaska Electric Light & Power Co.,62.0,Annex Creek,AK,Juneau,6,Conventional Hydroelectric,HY,,S,X,X,,,2.2,0.8,1.8,1.8,0.1,N, , ,OP,X,12.0,1915.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,N,N, ,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
213,Alaska Electric Light & Power Co.,63.0,Gold Creek,AK,Juneau,1,Conventional Hydroelectric,HY,,S,X,X,,,0.8,0.8,0.8,0.8,0.1,N, , ,OP,X,9.0,1951.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,N,N, ,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
213,Alaska Electric Light & Power Co.,63.0,Gold Creek,AK,Juneau,2,Conventional Hydroelectric,HY,,S,X,X,,,0.4,0.8,0.4,0.4,0.1,N, , ,OP,X,11.0,1914.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,N,N, ,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
213,Alaska Electric Light & Power Co.,63.0,Gold Creek,AK,Juneau,3,Conventional Hydroelectric,HY,,S,X,X,,,0.4,0.8,0.4,0.4,0.1,N, , ,OP,X,11.0,1914.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,N,N, ,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
213,Alaska Electric Light & Power Co.,63.0,Gold Creek,AK,Juneau,IC1,Petroleum Liquids,IC,,S,X,X,,,1.2,0.8,1.2,1.2,0.3,N, , ,SB,Y,6.0,1952.0, , ,N,Electric Utility,1.0,X,DFO,,,,,,,,,,N,N, ,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,N
213,Alaska Electric Light & Power Co.,63.0,Gold Creek,AK,Juneau,IC2,Petroleum Liquids,IC,,S,X,X,,,1.2,0.8,1.2,1.2,0.3,N, , ,SB,Y,8.0,1954.0, , ,N,Electric Utility,1.0,X,DFO,,,,,,,,,,N,N, ,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,N
213,Alaska Electric Light & Power Co.,63.0,Gold Creek,AK,Juneau,IC3,Petroleum Liquids,IC,,S,X,X,,,1.1,0.8,1.1,1.1,0.3,N, , ,SB,Y,8.0,1961.0, , ,N,Electric Utility,1.0,X,DFO,,,,,,,,,,N,N, ,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,N
213,Alaska Electric Light & Power Co.,63.0,Gold Creek,AK,Juneau,IC4,Petroleum Liquids,IC,,S,X,X,,,3.5,0.8,3.5,3.5,2,N, , ,SB,Y,9.0,1963.0, , ,N,Electric Utility,1.0,X,DFO,,,,,,,,,,N,N, ,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,N
213,Alaska Electric Light & Power Co.,63.0,Gold Creek,AK,Juneau,IC5,Petroleum Liquids,IC,,S,X,X,,,1.1,0.8,1.1,1.1,0.3,N, , ,SB,Y,10.0,1966.0, , ,N,Electric Utility,1.0,X,DFO,,,,,,,,,,N,N, ,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,N
213,Alaska Electric Light & Power Co.,64.0,Lemon Creek,AK,Juneau,1,Petroleum Liquids,IC,,S,X,X,,,2.5,0.8,2.5,2.5,0.5,N, , ,SB,Y,8.0,1969.0, , ,N,Electric Utility,1.0,X,DFO,,,,,,,,,,N,N, ,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,N
213,Alaska Electric Light & Power Co.,64.0,Lemon Creek,AK,Juneau,2,Petroleum Liquids,IC,,S,X,X,,,2.6,0.8,2.5,2.5,0.5,N, , ,SB,Y,9.0,1969.0, , ,N,Electric Utility,1.0,X,DFO,,,,,,,,,,N,N, ,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,N
213,Alaska Electric Light & Power Co.,64.0,Lemon Creek,AK,Juneau,3,Petroleum Liquids,IC,,S,X,X,,,2.6,0.8,2.5,2.5,0.5,N, , ,SB,Y,9.0,1974.0, , ,N,Electric Utility,1.0,X,DFO,,,,,,,,,,N,N, ,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,N
213,Alaska Electric Light & Power Co.,64.0,Lemon Creek,AK,Juneau,5,Petroleum Liquids,GT,,S,X,X,,,18.6,0.85,17.5,17.5,4,N, , ,SB,Y,9.0,1980.0, , ,N,Electric Utility,1.0,X,DFO,,,,,,,,,,N,N, ,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,N
213,Alaska Electric Light & Power Co.,64.0,Lemon Creek,AK,Juneau,6,Petroleum Liquids,GT,,S,X,X,,,18.6,0.85,17.5,17.5,4,N, , ,SB,Y,8.0,1983.0, , ,N,Electric Utility,1.0,X,DFO,,,,,,,,,,N,N, ,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,N
213,Alaska Electric Light & Power Co.,64.0,Lemon Creek,AK,Juneau,7,Petroleum Liquids,IC,,S,X,X,,,2.8,0.8,2.5,2.5,0.5,N, , ,SB,Y,8.0,1983.0, , ,N,Electric Utility,1.0,X,DFO,,,,,,,,,,N,N, ,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,N
213,Alaska Electric Light & Power Co.,64.0,Lemon Creek,AK,Juneau,IC10,Petroleum Liquids,IC,,S,X,X,,,2.8,0.8,2.5,2.5,0.5,N, , ,SB,Y,9.0,1984.0, , ,N,Electric Utility,1.0,X,DFO,,,,,,,,,,N,N, ,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,N
213,Alaska Electric Light & Power Co.,64.0,Lemon Creek,AK,Juneau,IC11,Petroleum Liquids,IC,,S,X,X,,,2.8,0.8,2.5,2.5,0.5,N, , ,SB,Y,9.0,1984.0, , ,N,Electric Utility,1.0,X,DFO,,,,,,,,,,N,N, ,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,N
213,Alaska Electric Light & Power Co.,64.0,Lemon Creek,AK,Juneau,IC12,Petroleum Liquids,IC,,S,X,X,,,2.8,0.8,2.5,2.5,0.5,N, , ,SB,Y,9.0,1984.0, , ,N,Electric Utility,1.0,X,DFO,,,,,,,,,,N,N, ,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,N
213,Alaska Electric Light & Power Co.,64.0,Lemon Creek,AK,Juneau,IC8,Petroleum Liquids,IC,,S,X,X,,,2.8,0.8,2.5,2.5,0.5,N, , ,SB,Y,8.0,1985.0, , ,N,Electric Utility,1.0,X,DFO,,,,,,,,,,N,N, ,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,N
213,Alaska Electric Light & Power Co.,64.0,Lemon Creek,AK,Juneau,IC9,Petroleum Liquids,IC,,S,X,X,,,2.8,0.8,2.5,2.5,0.5,N, , ,SB,Y,8.0,1985.0, , ,N,Electric Utility,1.0,X,DFO,,,,,,,,,,N,N, ,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,N
213,Alaska Electric Light & Power Co.,65.0,Salmon Creek 1,AK,Juneau,HY7,Conventional Hydroelectric,HY,,S,X,X,,,8.5,0.8,5.2,5.2,0.5,N, , ,OP,X,12.0,1984.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,N,N, ,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
219,Alaska Power and Telephone Co,66.0,Skagway,AK,Skagway Hoonah Angoon,1,Conventional Hydroelectric,HY,,S,X,X,,,0.4,0.8,0.4,0.4,0,N, , ,OP,X,7.0,1957.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,N,N, ,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
