Utility ID,Utility Name,Plant Code,Plant Name,State,County,Generator ID,Status,Technology,Prime Mover,Sector Name,Sector,Nameplate Capacity (MW),Summer Capacity (MW),Winter Capacity (MW),Operating Month,Operating Year,Energy Source 1,Energy Source 2,Multiple Fuels?,Cofire Fuels?,Cofire Energy Source 1,Cofire Energy Source 2,Cofire Energy Source 3,Cofire Energy Source 4,Cofire Energy Source 5,Cofire Energy Source 6,Switch Between Oil and Natural Gas?,Switch When Operating?,Net Summer Capacity with Natural Gas (MW),Net Winter Capacity with Natural Gas (MW),Net Summer Capacity with Oil (MW),Net Winter Capacity with Oil (MW),Time to Switch From Gas to Oil,Time to Switch From Oil to Gas,Factors that Limit Switching?,Storage Limits?,Air Permit Limits?,Other Limits?
11208,Los Angeles Department of Water & Power,400,Haynes,CA,Los Angeles,13,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,108.2,99.4,99.4,6,2013,NG,OBG,Y,Y,NG,OBG,,,,,N,, , , , ,,,,,,
11208,Los Angeles Department of Water & Power,400,Haynes,CA,Los Angeles,14,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,108.2,99.4,99.4,6,2013,NG,OBG,Y,Y,NG,OBG,,,,,N,, , , , ,,,,,,
11208,Los Angeles Department of Water & Power,400,Haynes,CA,Los Angeles,15,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,108.2,99.4,99.4,6,2013,NG,OBG,Y,Y,NG,OBG,,,,,N,, , , , ,,,,,,
11208,Los Angeles Department of Water & Power,400,Haynes,CA,Los Angeles,16,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,108.2,99.4,99.4,6,2013,NG,OBG,Y,Y,NG,OBG,,,,,N,, , , , ,,,,,,
11208,Los Angeles Department of Water & Power,400,Haynes,CA,Los Angeles,2,OP,Natural Gas Steam Turbine,ST,Electric Utility,1,230.0,222,222,4,1963,NG,OBG,Y,Y,NG,OBG,,,,,N,, , , , ,,,,,,
11208,Los Angeles Department of Water & Power,400,Haynes,CA,Los Angeles,8,OP,Natural Gas Fired Combined Cycle,CA,Electric Utility,1,264.3,235,250,1,2005,NG,DFO,Y,Y,NG,OBG,,,,,N,, , , , ,,,,,,
11208,Los Angeles Department of Water & Power,400,Haynes,CA,Los Angeles,9,OP,Natural Gas Fired Combined Cycle,CT,Electric Utility,1,182.8,162.5,162.5,1,2005,NG,DFO,Y,Y,NG,OBG,,,,,Y,Y,162.5,155,162.5,155,1H,1H,Y,Y,Y,
11208,Los Angeles Department of Water & Power,404,Scattergood,CA,Los Angeles,1,OP,Natural Gas Steam Turbine,ST,Electric Utility,1,163.2,111.8,111.8,12,1958,NG,OBG,Y,Y,NG,OBG,,,,,N,, , , , ,,,,,,
11208,Los Angeles Department of Water & Power,404,Scattergood,CA,Los Angeles,2,OP,Natural Gas Steam Turbine,ST,Electric Utility,1,163.2,156.3,156.3,7,1959,NG,OBG,Y,Y,NG,OBG,,,,,N,, , , , ,,,,,,
11208,Los Angeles Department of Water & Power,404,Scattergood,CA,Los Angeles,4,OP,Natural Gas Fired Combined Cycle,CT,Electric Utility,1,216.9,204,204,10,2015,NG,OBG,Y,Y,NG,OBG,,,,,N,, , , , ,,,,,,
11208,Los Angeles Department of Water & Power,404,Scattergood,CA,Los Angeles,5,OP,Natural Gas Fired Combined Cycle,CA,Electric Utility,1,118.9,107,107,11,2015,NG,OBG,Y,Y,NG,OBG,,,,,N,, , , , ,,,,,,
11208,Los Angeles Department of Water & Power,404,Scattergood,CA,Los Angeles,6,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,106.9,102,102,8,2015,NG,OBG,Y,Y,NG,OBG,,,,,N,, , , , ,,,,,,
11208,Los Angeles Department of Water & Power,404,Scattergood,CA,Los Angeles,7,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,106.9,102,102,9,2015,NG,OBG,Y,Y,NG,OBG,,,,,N,, , , , ,,,,,,
11208,Los Angeles Department of Water & Power,408,Valley (CA),CA,Los Angeles,5,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,60.5,43,43,8,2001,NG,DFO,Y,Y,NG,OBG,,,,,Y,Y,42,43,42,43,1H,1H,Y,Y,Y,
11208,Los Angeles Department of Water & Power,408,Valley (CA),CA,Los Angeles,6,OP,Natural Gas Fired Combined Cycle,CT,Electric Utility,1,182.8,162,162,9,2003,NG,DFO,Y,Y,NG,OBG,,,,,Y,Y,154,155,152,155,1H,1H,Y,Y,Y,
11208,Los Angeles Department of Water & Power,408,Valley (CA),CA,Los Angeles,7,OP,Natural Gas Fired Combined Cycle,CT,Electric Utility,1,182.8,162,162,9,2003,NG,DFO,Y,Y,NG,OBG,,,,,Y,Y,154,155,152,155,1H,1H,Y,Y,Y,
11208,Los Angeles Department of Water & Power,408,Valley (CA),CA,Los Angeles,8,OP,Natural Gas Fired Combined Cycle,CA,Electric Utility,1,264.4,209,209,11,2003,NG,DFO,Y,Y,NG,OBG,,,,,N,, , , , ,,,,,,
15466,Public Service Co of Colorado,464,Alamosa,CO,Alamosa,CT1,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,26.6,13,17,6,1973,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,13,17,11.5,11.5,1H,1H,Y,Y,Y,
15466,Public Service Co of Colorado,464,Alamosa,CO,Alamosa,CT2,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,26.6,14,18,6,1977,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,14,18,13.5,13.5,1H,1H,Y,Y,Y,
15466,Public Service Co of Colorado,471,Fruita,CO,Mesa,1,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,26.6,14,18,6,1973,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,14,18,13.5,13.5,1H,1H,Y,Y,Y,
3989,City of Colorado Springs - (CO),492,Martin Drake,CO,El Paso,6,OP,Conventional Steam Coal,ST,Electric Utility,1,75.0,77,77,10,1968,SUB,NG,Y,Y,SUB,NG,,,,,N,, , , , ,,,,,,
3989,City of Colorado Springs - (CO),493,George Birdsall,CO,El Paso,1,OP,Natural Gas Steam Turbine,ST,Electric Utility,1,17.3,16,16,8,1953,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,16,16,14,14,6H,1H,Y,Y,,
3989,City of Colorado Springs - (CO),493,George Birdsall,CO,El Paso,2,OP,Natural Gas Steam Turbine,ST,Electric Utility,1,18.8,16,16,3,1954,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,16,16,14,14,6H,1H,Y,Y,,
3989,City of Colorado Springs - (CO),493,George Birdsall,CO,El Paso,3,OP,Natural Gas Steam Turbine,ST,Electric Utility,1,25.0,23,23,3,1957,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,23,23,21,21,6H,1H,Y,Y,,
189,PowerSouth Energy Cooperative,533,McWilliams,AL,Covington,4,OP,Natural Gas Fired Combined Cycle,CT,Electric Utility,1,107.0,109,116,12,1996,NG,DFO,Y,N,,,,,,,Y,Y,109,109,109,109,1H,1H,N,,,
22350,Devon Power LLC,544,Devon Station,CT,New Haven,11,OP,Petroleum Liquids,GT,IPP Non-CHP,2,51.0,29.3,38.8,7,1996,KER,NG,Y,N,,,,,,,Y,Y,29.3,38.8,29.3,38.8,1H,1H,N,,,
22350,Devon Power LLC,544,Devon Station,CT,New Haven,12,OP,Petroleum Liquids,GT,IPP Non-CHP,2,51.0,29.2,38.4,7,1996,KER,NG,Y,N,,,,,,,Y,Y,29.2,38.4,29.2,38.4,1H,1H,N,,,
22350,Devon Power LLC,544,Devon Station,CT,New Haven,13,OP,Petroleum Liquids,GT,IPP Non-CHP,2,51.0,29.9,38.9,7,1996,KER,NG,Y,N,,,,,,,Y,Y,29.9,38.9,29.9,38.9,1H,1H,N,,,
22350,Devon Power LLC,544,Devon Station,CT,New Haven,14,OP,Petroleum Liquids,GT,IPP Non-CHP,2,51.0,29.7,40.3,7,1996,KER,NG,Y,N,,,,,,,Y,Y,29.7,40.3,29.7,40.3,1H,1H,N,,,
22380,NRG Montville Operations Inc,546,Montville Station,CT,New London,5,OP,Natural Gas Steam Turbine,ST,IPP Non-CHP,2,75.0,81,83,1,1954,NG,RFO,Y,Y,RFO,NG,,,,,Y,Y,81,81,81,81,6H,6H,Y,Y,,
20169,Avista Corp,550,Kettle Falls Generating Station,WA,Stevens,1,OP,Wood/Wood Waste Biomass,ST,Electric Utility,1,50.7,50,50.7,12,1983,WDS,NG,Y,Y,WDS,NG,,,,,N,, , , , ,,,,,,
12490,Middletown Power LLC,562,Middletown,CT,Middlesex,2,OP,Natural Gas Steam Turbine,ST,IPP Non-CHP,2,113.6,117,120,10,1958,NG,RFO,Y,Y,RFO,NG,,,,,Y,Y,117,120,117,120,6H,6H,Y,Y,,
12490,Middletown Power LLC,562,Middletown,CT,Middlesex,3,OP,Natural Gas Steam Turbine,ST,IPP Non-CHP,2,239.4,236,245,1,1964,NG,RFO,Y,Y,RFO,NG,,,,,Y,Y,236,245,236,245,6H,6H,Y,Y,,
14610,Orlando Utilities Comm,564,Stanton Energy Center,FL,Orange,1,OP,Conventional Steam Coal,ST,Electric Utility,1,464.5,445,445,7,1987,BIT,NG,Y,Y,BIT,NG,LFG,,,,N,, , , , ,,,,,,
14610,Orlando Utilities Comm,564,Stanton Energy Center,FL,Orange,2,OP,Conventional Steam Coal,ST,Electric Utility,1,464.5,453,453,6,1996,BIT,NG,Y,Y,BIT,NG,LFG,,,,N,, , , , ,,,,,,
14610,Orlando Utilities Comm,564,Stanton Energy Center,FL,Orange,B,OP,Natural Gas Fired Combined Cycle,CA,Electric Utility,1,129.8,128,130,2,2010,NG,DFO,Y,N,,,,,,,Y,Y,128,130,128,130,6H,6H,Y,Y,Y,
14610,Orlando Utilities Comm,564,Stanton Energy Center,FL,Orange,B1,OP,Natural Gas Fired Combined Cycle,CT,Electric Utility,1,203.2,167,170,2,2010,NG,DFO,Y,N,,,,,,,Y,Y,167,170,167,170,6H,6H,Y,Y,Y,
15452,PSEG Power Connecticut LLC,568,Bridgeport Station,CT,Fairfield,3,OP,Conventional Steam Coal,ST,IPP Non-CHP,2,400.0,257.6,382.5,8,1968,SUB,DFO,Y,Y,SUB,RFO,,,,,N,, , , , ,,,,,,
2548,City of Burlington Electric - (VT),589,J C McNeil,VT,Chittenden,1,OP,Wood/Wood Waste Biomass,ST,Electric Utility,1,59.5,52,54,6,1984,WDS,NG,Y,Y,WDS,NG,DFO,,,,Y,Y,52,54,15,15,1H,1H,Y,,Y,Y
56609,Calpine Mid-Atlantic Generation LLC,593,Edge Moor,DE,New Castle,3,OP,Natural Gas Steam Turbine,ST,IPP Non-CHP,2,75.0,86,86,12,1954,NG,RFO,Y,Y,NG,RFO,DFO,,,,Y,Y,86,86,86,86,6H,UNK,N,,,
56609,Calpine Mid-Atlantic Generation LLC,593,Edge Moor,DE,New Castle,4,OP,Natural Gas Steam Turbine,ST,IPP Non-CHP,2,176.8,174,174,4,1966,NG,RFO,Y,Y,NG,RFO,DFO,,,,Y,Y,174,174,174,174,6H,UNK,N,,,
56609,Calpine Mid-Atlantic Generation LLC,593,Edge Moor,DE,New Castle,5,OP,Natural Gas Steam Turbine,ST,IPP Non-CHP,2,446.0,450,450,8,1973,NG,RFO,Y,Y,RFO,NG,DFO,,,,Y,Y,450,230,450,450,6H,6H,N,,,
54899,NAES Corporation - (DE),599,McKee Run,DE,Kent,3,OP,Natural Gas Steam Turbine,ST,IPP Non-CHP,2,113.6,103.1,104.1,5,1975,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,102,102,102,102,1H,1H,Y,,,Y
15500,Puget Sound Energy Inc,607,Fredonia,WA,Skagit,1,SB,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,129.1,93,114,5,1984,NG,DFO,Y,N,,,,,,,Y,Y,93,114,93,114,1H,1H,Y,Y,,
15500,Puget Sound Energy Inc,607,Fredonia,WA,Skagit,2,SB,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,129.1,93,114,5,1984,NG,DFO,Y,N,,,,,,,Y,Y,93,114,93,114,1H,1H,Y,Y,,
15500,Puget Sound Energy Inc,607,Fredonia,WA,Skagit,3,SB,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,58.9,47,60,7,2001,NG,DFO,Y,N,,,,,,,Y,Y,46.7,60,46.7,54,1H,1H,Y,Y,Y,
15500,Puget Sound Energy Inc,607,Fredonia,WA,Skagit,4,SB,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,58.9,47,60,7,2001,NG,DFO,Y,N,,,,,,,Y,Y,46.7,60,46.7,54,1H,1H,Y,Y,Y,
6452,Florida Power & Light Co,609,Cape Canaveral,FL,Brevard,3A,OP,Natural Gas Fired Combined Cycle,CT,Electric Utility,1,265.0,270.4,300.8,4,2013,NG,DFO,Y,N,,,,,,,Y,Y,249,248,227,209,6H,6H,Y,,Y,
6452,Florida Power & Light Co,609,Cape Canaveral,FL,Brevard,3B,OP,Natural Gas Fired Combined Cycle,CT,Electric Utility,1,265.0,270.4,300.8,4,2013,NG,DFO,Y,N,,,,,,,Y,Y,249,248,227,209,6H,6H,Y,,Y,
6452,Florida Power & Light Co,609,Cape Canaveral,FL,Brevard,3C,OP,Natural Gas Fired Combined Cycle,CT,Electric Utility,1,265.0,270.4,300.8,4,2013,NG,DFO,Y,N,,,,,,,Y,Y,249,248,227,209,6H,6H,Y,,Y,
6452,Florida Power & Light Co,609,Cape Canaveral,FL,Brevard,3ST,OP,Natural Gas Fired Combined Cycle,CA,Electric Utility,1,500.0,478.8,490.6,4,2013,NG,DFO,Y,N,,,,,,,Y,Y,279,489,227,321,6H,6H,Y,,Y,
6452,Florida Power & Light Co,612,Fort Myers,FL,Lee,CT1,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,188.2,182,200,6,2003,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,148,161,154,167,1H,1H,Y,Y,,
6452,Florida Power & Light Co,612,Fort Myers,FL,Lee,CT2,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,188.2,182,200,6,2003,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,148,161,154,167,1H,1H,Y,Y,Y,
6452,Florida Power & Light Co,612,Fort Myers,FL,Lee,PFM3C,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,229.5,231,223,12,2016,NG,DFO,Y,N,,,,,,,Y,Y,231,222,230,222,1H,1H,N,,,
6452,Florida Power & Light Co,612,Fort Myers,FL,Lee,PFM3D,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,229.5,231,223,12,2016,NG,DFO,Y,N,,,,,,,Y,Y,231,222,230,222,1H,1H,N,,,
6452,Florida Power & Light Co,613,Lauderdale,FL,Broward,3,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,34.2,34.3,37.2,8,1970,NG,DFO,Y,N,,,,,,,Y,Y,34.3,37.2,34.3,37.2,1H,1H,N,,,
6452,Florida Power & Light Co,613,Lauderdale,FL,Broward,5,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,34.2,34.3,37.2,8,1970,NG,DFO,Y,N,,,,,,,Y,Y,34.3,37.2,34.3,37.2,1H,1H,N,,,
6452,Florida Power & Light Co,613,Lauderdale,FL,Broward,6A,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,229.5,231,222,12,2016,NG,DFO,Y,N,,,,,,,Y,Y,231,222,231,222,1H,1H,N,,,
6452,Florida Power & Light Co,613,Lauderdale,FL,Broward,6B,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,229.5,231,222,12,2016,NG,DFO,Y,N,,,,,,,Y,Y,231,222,231,222,1H,1H,N,,,
6452,Florida Power & Light Co,613,Lauderdale,FL,Broward,6C,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,229.5,231,222,12,2016,NG,DFO,Y,N,,,,,,,Y,Y,231,222,231,222,1H,1H,N,,,
6452,Florida Power & Light Co,613,Lauderdale,FL,Broward,6D,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,229.5,231,222,12,2016,NG,DFO,Y,N,,,,,,,Y,Y,231,222,231,222,1H,1H,N,,,
6452,Florida Power & Light Co,613,Lauderdale,FL,Broward,6E,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,229.5,231,222,12,2016,NG,DFO,Y,N,,,,,,,Y,Y,231,222,231,222,1H,1H,N,,,
6452,Florida Power & Light Co,617,Port Everglades,FL,Broward,5A,OP,Natural Gas Fired Combined Cycle,CT,Electric Utility,1,296.0,271.9,297.1,4,2016,NG,DFO,Y,N,,,,,,,Y,Y,271.9,297.1,271.9,297.1,6H,6H,Y,,Y,
6452,Florida Power & Light Co,617,Port Everglades,FL,Broward,5B,OP,Natural Gas Fired Combined Cycle,CT,Electric Utility,1,296.0,271.9,297.1,4,2016,NG,DFO,Y,N,,,,,,,Y,Y,271.9,297.1,271.9,297.1,6H,6H,Y,,Y,
6452,Florida Power & Light Co,617,Port Everglades,FL,Broward,5C,OP,Natural Gas Fired Combined Cycle,CT,Electric Utility,1,296.0,271.9,297.1,4,2016,NG,DFO,Y,N,,,,,,,Y,Y,271.9,297.1,271.9,297.1,6H,6H,Y,,Y,
6452,Florida Power & Light Co,617,Port Everglades,FL,Broward,5ST,OP,Natural Gas Fired Combined Cycle,CA,Electric Utility,1,464.0,421.3,446.7,4,2016,NG,DFO,Y,N,,,,,,,Y,Y,421,446.7,357,374,6H,6H,N,,,
6452,Florida Power & Light Co,619,Riviera,FL,Palm Beach,5A,OP,Natural Gas Fired Combined Cycle,CT,Electric Utility,1,265.0,270.5,300.9,4,2014,NG,DFO,Y,N,,,,,,,Y,Y,249,248,227,209,6H,6H,Y,,Y,
6452,Florida Power & Light Co,619,Riviera,FL,Palm Beach,5B,OP,Natural Gas Fired Combined Cycle,CT,Electric Utility,1,265.0,270.5,300.9,4,2014,NG,DFO,Y,N,,,,,,,Y,Y,249,248,227,209,6H,6H,Y,,Y,
6452,Florida Power & Light Co,619,Riviera,FL,Palm Beach,5C,OP,Natural Gas Fired Combined Cycle,CT,Electric Utility,1,265.0,270.5,300.9,4,2014,NG,DFO,Y,N,,,,,,,Y,Y,249,248,227,209,6H,6H,Y,,Y,
6452,Florida Power & Light Co,619,Riviera,FL,Palm Beach,5ST,OP,Natural Gas Fired Combined Cycle,CA,Electric Utility,1,500.0,478.5,490.3,4,2014,NG,DFO,Y,N,,,,,,,Y,Y,249,489,227,321,6H,6H,Y,,Y,
6452,Florida Power & Light Co,621,Turkey Point,FL,Miami Dade,5CA,OP,Natural Gas Fired Combined Cycle,CA,Electric Utility,1,472.0,466.2,460,5,2007,NG,DFO,Y,N,,,,,,,Y,Y,451,460,333,359,1H,6H,Y,Y,Y,
6452,Florida Power & Light Co,621,Turkey Point,FL,Miami Dade,5CTA,OP,Natural Gas Fired Combined Cycle,CT,Electric Utility,1,188.0,197.8,207,5,2007,NG,DFO,Y,N,,,,,,,Y,Y,160,207,165,178,1H,6H,Y,Y,Y,
6452,Florida Power & Light Co,621,Turkey Point,FL,Miami Dade,5CTB,OP,Natural Gas Fired Combined Cycle,CT,Electric Utility,1,188.0,196.7,207,5,2007,NG,DFO,Y,N,,,,,,,Y,Y,160,207,165,178,1H,6H,Y,Y,Y,
6452,Florida Power & Light Co,621,Turkey Point,FL,Miami Dade,5CTC,OP,Natural Gas Fired Combined Cycle,CT,Electric Utility,1,188.0,196.7,207,5,2007,NG,DFO,Y,N,,,,,,,Y,Y,160,207,165,178,1H,6H,Y,Y,Y,
6452,Florida Power & Light Co,621,Turkey Point,FL,Miami Dade,5CTD,OP,Natural Gas Fired Combined Cycle,CT,Electric Utility,1,188.0,196.7,207,5,2007,NG,DFO,Y,N,,,,,,,Y,Y,160,207,165,178,1H,6H,Y,Y,Y,
6455,"Duke Energy Florida, LLC",634,P L Bartow,FL,Pinellas,4AGT,OP,Natural Gas Fired Combined Cycle,CT,Electric Utility,1,208.2,181,216,6,2009,NG,DFO,Y,N,,,,,,,Y,Y,173,201,173,201,24H,24H,Y,Y,Y,
6455,"Duke Energy Florida, LLC",634,P L Bartow,FL,Pinellas,4BGT,OP,Natural Gas Fired Combined Cycle,CT,Electric Utility,1,208.2,165,214,6,2009,NG,DFO,Y,N,,,,,,,Y,Y,175,203,175,203,24H,24H,Y,Y,Y,
6455,"Duke Energy Florida, LLC",634,P L Bartow,FL,Pinellas,4CGT,OP,Natural Gas Fired Combined Cycle,CT,Electric Utility,1,208.2,181,197,6,2009,NG,DFO,Y,N,,,,,,,Y,Y,172,201,172,201,24H,24H,Y,Y,Y,
6455,"Duke Energy Florida, LLC",634,P L Bartow,FL,Pinellas,4DGT,OP,Natural Gas Fired Combined Cycle,CT,Electric Utility,1,208.2,183,203,6,2009,NG,DFO,Y,N,,,,,,,Y,Y,172,201,172,201,24H,24H,Y,Y,Y,
6455,"Duke Energy Florida, LLC",634,P L Bartow,FL,Pinellas,4ST,OP,Natural Gas Fired Combined Cycle,CA,Electric Utility,1,421.2,402,429,6,2009,NG,DFO,Y,N,,,,,,,Y,Y,389,396,389,396,24H,24H,Y,Y,Y,
6455,"Duke Energy Florida, LLC",634,P L Bartow,FL,Pinellas,P2,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,55.4,41,50,6,1972,NG,DFO,Y,N,,,,,,,Y,Y,41,50,41,50,6H,6H,Y,Y,Y,
6455,"Duke Energy Florida, LLC",634,P L Bartow,FL,Pinellas,P4,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,55.4,45,58,6,1972,NG,DFO,Y,N,,,,,,,Y,Y,45,58,45,58,24H,24H,Y,Y,Y,
6455,"Duke Energy Florida, LLC",638,Suwannee River,FL,Suwannee,P1,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,65.9,48,65,10,1980,NG,DFO,Y,N,,,,,,,Y,Y,49,68,49,68,1H,1H,Y,Y,Y,
6455,"Duke Energy Florida, LLC",638,Suwannee River,FL,Suwannee,P3,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,65.9,49,65,11,1980,NG,DFO,Y,N,,,,,,,Y,Y,50,68,50,68,1H,1H,Y,Y,Y,
7801,Gulf Power Co,641,Crist,FL,Escambia,4,OP,Conventional Steam Coal,ST,Electric Utility,1,93.7,75,75,7,1959,BIT,NG,Y,Y,NG,BIT,,,,,N,, , , , ,,,,,,
7801,Gulf Power Co,641,Crist,FL,Escambia,5,OP,Conventional Steam Coal,ST,Electric Utility,1,93.7,75,75,6,1961,BIT,NG,Y,Y,NG,BIT,,,,,N,, , , , ,,,,,,
7801,Gulf Power Co,641,Crist,FL,Escambia,6,OP,Conventional Steam Coal,ST,Electric Utility,1,369.7,299,299,5,1970,BIT,NG,Y,Y,NG,BIT,,,,,N,, , , , ,,,,,,
7801,Gulf Power Co,641,Crist,FL,Escambia,7,OP,Conventional Steam Coal,ST,Electric Utility,1,578.0,475,475,8,1973,BIT,NG,Y,Y,NG,BIT,,,,,N,, , , , ,,,,,,
18454,Tampa Electric Co,645,Big Bend,FL,Hillsborough,GT4,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,62.0,56,61,8,2009,NG,DFO,Y,N,,,,,,,Y,Y,56,61,56,61,1H,1H,Y,,Y,
18454,Tampa Electric Co,645,Big Bend,FL,Hillsborough,ST2,OP,Conventional Steam Coal,ST,Electric Utility,1,445.5,385,395,4,1973,BIT,NG,Y,Y,NG,BIT,,,,,N,, , , , ,,,,,,
18454,Tampa Electric Co,645,Big Bend,FL,Hillsborough,ST3,OP,Natural Gas Steam Turbine,ST,Electric Utility,1,445.5,395,400,5,1976,NG,BIT,Y,Y,NG,BIT,,,,,N,, , , , ,,,,,,
18454,Tampa Electric Co,645,Big Bend,FL,Hillsborough,ST4,OP,Conventional Steam Coal,ST,Electric Utility,1,486.0,437,442,2,1985,BIT,NG,Y,Y,NG,BIT,,,,,N,, , , , ,,,,,,
6909,Gainesville Regional Utilities,663,Deerhaven Generating Station,FL,Alachua,1,OP,Natural Gas Steam Turbine,ST,Electric Utility,1,75.0,75,75,8,1972,NG,RFO,Y,Y,NG,RFO,,,,,Y,Y,75,75,75,75,6H,1H,Y,Y,Y,
6909,Gainesville Regional Utilities,663,Deerhaven Generating Station,FL,Alachua,2,OP,Conventional Steam Coal,ST,Electric Utility,1,250.7,232,232,10,1981,BIT,NG,Y,Y,BIT,NG,,,,,,, , , , ,,,,,,
6909,Gainesville Regional Utilities,663,Deerhaven Generating Station,FL,Alachua,GT1,SB,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,24.6,17.5,20,7,1976,NG,DFO,Y,N,,,,,,,Y,Y,17.5,20,17.5,20,1H,1H,Y,Y,,
6909,Gainesville Regional Utilities,663,Deerhaven Generating Station,FL,Alachua,GT2,SB,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,24.6,17.5,20,8,1976,NG,DFO,Y,N,,,,,,,Y,Y,17.5,20,17.5,20,1H,1H,Y,Y,,
6909,Gainesville Regional Utilities,663,Deerhaven Generating Station,FL,Alachua,GT3,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,96.1,75,81,1,1996,NG,DFO,Y,N,,,,,,,Y,Y,75,81,75,81,1H,1H,Y,Y,Y,
6909,Gainesville Regional Utilities,664,John R Kelly,FL,Alachua,8,OP,Natural Gas Fired Combined Cycle,CA,Electric Utility,1,50.0,36,37,4,1965,NG,DFO,Y,N,,,,,,,Y,Y,36,37,36,37,1H,1H,Y,Y,Y,
6909,Gainesville Regional Utilities,664,John R Kelly,FL,Alachua,CT04,OP,Natural Gas Fired Combined Cycle,CT,Electric Utility,1,96.1,72,81,5,2001,NG,DFO,Y,N,,,,,,,Y,Y,72,81,72,81,1H,1H,Y,Y,Y,
8795,City of Homestead - (FL),665,G W Ivey,FL,Miami Dade,13,OP,Natural Gas Internal Combustion Engine,IC,Electric Utility,1,2.0,1.8,1.8,11,1972,NG,DFO,Y,N,,,,,,,Y,Y,1.8,1.8,1.8,1.8,1H,1H,Y,,Y,
8795,City of Homestead - (FL),665,G W Ivey,FL,Miami Dade,14,OP,Natural Gas Internal Combustion Engine,IC,Electric Utility,1,2.0,1.8,1.8,11,1972,NG,DFO,Y,N,,,,,,,Y,Y,1.8,1.8,1.8,1.8,1H,1H,Y,,Y,
8795,City of Homestead - (FL),665,G W Ivey,FL,Miami Dade,15,OP,Natural Gas Internal Combustion Engine,IC,Electric Utility,1,2.0,1.8,1.8,11,1972,NG,DFO,Y,N,,,,,,,Y,Y,1.8,1.8,1.8,1.8,1H,1H,Y,,Y,
8795,City of Homestead - (FL),665,G W Ivey,FL,Miami Dade,16,OP,Natural Gas Internal Combustion Engine,IC,Electric Utility,1,2.0,1.8,1.8,11,1972,NG,DFO,Y,N,,,,,,,Y,Y,1.8,1.8,1.8,1.8,1H,1H,Y,,Y,
8795,City of Homestead - (FL),665,G W Ivey,FL,Miami Dade,17,OP,Natural Gas Internal Combustion Engine,IC,Electric Utility,1,2.0,1.8,1.8,11,1972,NG,DFO,Y,N,,,,,,,Y,Y,1.8,1.8,1.8,1.8,1H,1H,Y,,Y,
8795,City of Homestead - (FL),665,G W Ivey,FL,Miami Dade,19,OP,Natural Gas Internal Combustion Engine,IC,Electric Utility,1,8.8,8,8,2,1975,NG,DFO,Y,N,,,,,,,Y,Y,8,8,8,8,1H,1H,Y,,Y,
8795,City of Homestead - (FL),665,G W Ivey,FL,Miami Dade,2,OP,Natural Gas Internal Combustion Engine,IC,Electric Utility,1,2.0,1.8,1.8,3,1970,NG,DFO,Y,N,,,,,,,Y,Y,1.8,1.8,1.8,1.8,1H,1H,Y,,Y,
